date_dec,ndec,ADEC,MDEC,md_dec,ndec_fem,ndec_hom,periode,weekday_dec,weekend
,12,2018-2019,,04-05,2.5,9.5,2,,0
,12.5,2018-2019,,04-06,5.5,7,2,,0
,10,2018-2019,,04-07,2,8,2,,0
,12.5,2018-2019,,04-08,0,10,2,,0
,6,2018-2019,,04-09,1.5,4.5,2,,0
,6.5,2018-2019,,04-10,2.5,4,2,,0
,13,2018-2019,,04-11,5,8,2,,0
,11,2018-2019,,04-12,2.5,8.5,2,,0
,9.5,2018-2019,,04-13,0,7.5,2,,0
,10.5,2018-2019,,04-14,0,10.5,2,,0
,12,2018-2019,,04-15,5,7,2,,0
,8,2018-2019,,04-16,1.5,6.5,2,,0
,5,2018-2019,,04-17,1,4,2,,0
,9,2018-2019,,04-18,2.5,6.5,2,,0
,6,2018-2019,,04-19,0,6,2,,0
,12,2018-2019,,04-20,3.5,8.5,2,,0
,10.5,2018-2019,,04-21,0,7,2,,0
,13,2018-2019,,04-22,3.5,9.5,2,,0
,7,2018-2019,,04-23,2,5,2,,0
,7.5,2018-2019,,04-24,3.5,4,2,,0
,8.5,2018-2019,,04-25,1.5,7,2,,0
,11,2018-2019,,04-26,2.5,8.5,2,,0
,10.5,2018-2019,,04-27,3,7.5,2,,0
,11.5,2018-2019,,04-28,3.5,8,2,,0
,7,2018-2019,,04-29,0,6.5,2,,0
,5,2018-2019,,04-30,1.5,3.5,2,,0
,11.5,2018-2019,,05-01,1,10.5,2,,0
,12.5,2018-2019,,05-02,3,9.5,2,,0
,10.5,2018-2019,,05-03,0,10,2,,0
,10.5,2018-2019,,05-04,4.5,6,2,,0
,14.5,2018-2019,,05-05,3.5,11,2,,0
,15.5,2018-2019,,05-06,4.5,11,2,,0
,5.5,2018-2019,,05-07,2,3.5,2,,0
,11,2018-2019,,05-08,2.5,8.5,2,,0
,8,2018-2019,,05-09,2.5,5.5,2,,0
,6.5,2018-2019,,05-10,2.5,4,2,,0
,12,2018-2019,,05-11,4.5,7.5,3,,0
,11,2018-2019,,05-12,5,6,3,,0
,8,2018-2019,,05-13,0,6.5,3,,0
,10.5,2018-2019,,05-14,2.5,8,3,,0
,10.5,2018-2019,,05-15,2,8.5,3,,0
,7.5,2018-2019,,05-16,2.5,5,3,,0
,7.5,2018-2019,,05-17,2,5.5,3,,0
,14,2018-2019,,05-18,3,11,3,,0
,12.5,2018-2019,,05-19,3.5,9,3,,0
,8.5,2018-2019,,05-20,4,4.5,3,,0
,10,2018-2019,,05-21,2,8,3,,0
,6.5,2018-2019,,05-22,2,4.5,3,,0
,14.5,2018-2019,,05-23,3.5,11,3,,0
,10,2018-2019,,05-24,3,7,3,,0
,10,2018-2019,,05-25,2.5,7.5,3,,0
,14,2018-2019,,05-26,3,11,3,,0
,9,2018-2019,,05-27,3,6,3,,0
,11,2018-2019,,05-28,4,7,3,,0
,9.5,2018-2019,,05-29,3.5,6,3,,0
,9.5,2018-2019,,05-30,3.5,6,3,,0
,12,2018-2019,,05-31,0,9,3,,0
,13.5,2018-2019,,06-01,3,10.5,3,,0
,15,2018-2019,,06-02,3,12,3,,0
,14.5,2018-2019,,06-03,0,13,3,,0
,10.5,2018-2019,,06-04,1,9.5,3,,0
,8.5,2018-2019,,06-05,2.5,6,3,,0
,6.5,2018-2019,,06-06,3,3.5,3,,0
,10.5,2018-2019,,06-07,1,9.5,3,,0
,6.5,2018-2019,,06-08,0,5,3,,0
,9,2018-2019,,06-09,0,8.5,3,,0
,7,2018-2019,,06-10,2,5,3,,0
,10.5,2018-2019,,06-11,2.5,8,3,,0
,9,2018-2019,,06-12,4,5,3,,0
,13.5,2018-2019,,06-13,4,9.5,3,,0
,7.5,2018-2019,,06-14,0,7,3,,0
,12,2018-2019,,06-15,3.5,8.5,3,,0
,9,2018-2019,,06-16,1.5,7.5,3,,0
,8.5,2018-2019,,06-17,2,6.5,3,,0
,7,2018-2019,,06-18,1,6,3,,0
,8,2018-2019,,06-19,2,6,3,,0
,8,2018-2019,,06-20,3,5,3,,0
,9,2018-2019,,06-21,3,6,3,,0
,11,2018-2019,,06-22,3,8,3,,0
,14,2018-2019,,06-23,3.5,10.5,3,,0
,10.5,2018-2019,,06-24,3,7.5,3,,0
,8,2018-2019,,06-25,2,6,3,,0
,11.5,2018-2019,,06-26,3,8.5,3,,0
,15.5,2018-2019,,06-27,5,10.5,3,,0
,13.5,2018-2019,,06-28,5,8.5,3,,0
,10.5,2018-2019,,06-29,2,8.5,3,,0
,14,2018-2019,,06-30,2,12,3,,0
,11.5,2018-2019,,07-01,1.5,10,3,,0
,7,2018-2019,,07-02,0,4.5,3,,0
,11,2018-2019,,07-03,3,8,3,,0
,8,2018-2019,,07-04,1.5,6.5,3,,0
,9,2018-2019,,07-05,3,6,3,,0
,15.5,2018-2019,,07-06,4.5,11,3,,0
,13,2018-2019,,07-07,3,10,3,,0
,11.5,2018-2019,,07-08,2.5,9,3,,0
,14,2018-2019,,07-09,3,11,3,,0
,5.5,2018-2019,,07-10,2.5,3,3,,0
,9.5,2018-2019,,07-11,2,7.5,3,,0
,10,2018-2019,,07-12,3,7,3,,0
,8,2018-2019,,07-13,2.5,5.5,3,,0
,10,2018-2019,,07-14,3,7,3,,0
,11.5,2018-2019,,07-15,1.5,10,3,,0
,9.5,2018-2019,,07-16,2,7.5,3,,0
,10,2018-2019,,07-17,0,9,3,,0
,9,2018-2019,,07-18,3,6,3,,0
,10,2018-2019,,07-19,2.5,7.5,3,,0
,14,2018-2019,,07-20,3,11,3,,0
,8,2018-2019,,07-21,2,6,3,,0
,13.5,2018-2019,,07-22,4.5,9,3,,0
,9.5,2018-2019,,07-23,3.5,6,3,,0
,7,2018-2019,,07-24,0,5.5,3,,0
,10.5,2018-2019,,07-25,2,8.5,3,,0
,10,2018-2019,,07-26,2,8,3,,0
,12.5,2018-2019,,07-27,3.5,9,3,,0
,10,2018-2019,,07-28,0,9,3,,0
,10,2018-2019,,07-29,1,9,3,,0
,11.5,2018-2019,,07-30,3,8.5,3,,0
,9.5,2018-2019,,07-31,2,7.5,3,,0
,9,2018-2019,,08-01,2,7,3,,0
,9.5,2018-2019,,08-02,3,6.5,3,,0
,12.5,2018-2019,,08-03,0,11.5,3,,0
,8,2018-2019,,08-04,4.5,3.5,3,,0
,5.5,2018-2019,,08-05,3,2.5,3,,0
,12,2018-2019,,08-06,3,9,3,,0
,9.5,2018-2019,,08-07,3,6.5,3,,0
,8.5,2018-2019,,08-08,1.5,7,3,,0
,7.5,2018-2019,,08-09,3,4.5,3,,0
,6.5,2018-2019,,08-10,0,5.5,3,,0
,13.5,2018-2019,,08-11,4,9.5,3,,0
,11,2018-2019,,08-12,4.5,6.5,3,,0
,6,2018-2019,,08-13,0,5.5,3,,0
,10.5,2018-2019,,08-14,3,7.5,3,,0
,9.5,2018-2019,,08-15,3,6.5,3,,0
,11,2018-2019,,08-16,2,9,3,,0
,9.5,2018-2019,,08-17,4.5,5,3,,0
,9.5,2018-2019,,08-18,0,7,3,,0
,13.5,2018-2019,,08-19,3,10.5,3,,0
,10.5,2018-2019,,08-20,3.5,7,3,,0
,8,2018-2019,,08-21,0,7.5,3,,0
,13.5,2018-2019,,08-22,2,11.5,3,,0
,9,2018-2019,,08-23,0,8,3,,0
,6.5,2018-2019,,08-24,2.5,4,3,,0
,8.5,2018-2019,,08-25,1.5,7,3,,0
,13.5,2018-2019,,08-26,3,10.5,3,,0
,7,2018-2019,,08-27,2,5,3,,0
,11,2018-2019,,08-28,2.5,8.5,3,,0
,8,2018-2019,,08-29,2.5,5.5,3,,0
,10,2018-2019,,08-30,2,8,3,,0
,17.5,2018-2019,,08-31,2,15.5,3,,0
,12,2018-2019,,09-01,4,8,3,,0
,13,2018-2019,,09-02,4.5,8.5,3,,0
,8,2018-2019,,09-03,2.5,5.5,3,,0
,11.5,2018-2019,,09-04,2.5,9,3,,0
,9.5,2018-2019,,09-05,2.5,7,3,,0
,9.5,2018-2019,,09-06,1.5,8,3,,0
,13,2018-2019,,09-07,3,10,3,,0
,9.5,2018-2019,,09-08,0,8,3,,0
,8.5,2018-2019,,09-09,2.5,6,3,,0
,11,2018-2019,,09-10,2.5,8.5,3,,0
,13,2018-2019,,09-11,4.5,8.5,3,,0
,9.5,2018-2019,,09-12,3,6.5,3,,0
,9,2018-2019,,09-13,2.5,6.5,3,,0
,14.5,2018-2019,,09-14,2.5,12,3,,0
,11.5,2018-2019,,09-15,3,8.5,3,,0
,12.5,2018-2019,,09-16,3.5,9,3,,0
,7.5,2018-2019,,09-17,2,5.5,3,,0
,11.5,2018-2019,,09-18,1.5,10,3,,0
,8.5,2018-2019,,09-19,3,5.5,3,,0
,9.5,2018-2019,,09-20,0,8,3,,0
,9.5,2018-2019,,09-21,2,7.5,3,,0
,10.5,2018-2019,,09-22,0,9.5,3,,0
,6.5,2018-2019,,09-23,1.5,5,3,,0
,7,2018-2019,,09-24,1,6,3,,0
,7,2018-2019,,09-25,0,5,3,,0
,5,2018-2019,,09-26,0,4,3,,0
,9,2018-2019,,09-27,2,7,3,,0
,11,2018-2019,,09-28,1.5,9.5,3,,0
,14,2018-2019,,09-29,4,10,3,,0
,11,2018-2019,,09-30,4.5,6.5,3,,0
,11.5,2018-2019,,10-01,3,8.5,3,,0
,5,2018-2019,,10-02,0,3,3,,0
,11,2018-2019,,10-03,5.5,5.5,3,,0
,4.5,2018-2019,,10-04,2.5,2,3,,0
,7.5,2018-2019,,10-05,1.5,6,3,,0
,13.5,2018-2019,,10-06,2,11.5,3,,0
,7.5,2018-2019,,10-07,1.5,6,3,,0
,5.5,2018-2019,,10-08,1,4.5,3,,0
,9,2018-2019,,10-09,0,7.5,3,,0
,12.5,2018-2019,,10-10,1.5,11,3,,0
,8.5,2018-2019,,10-11,2,6.5,3,,0
,16,2018-2019,,10-12,6,10,3,,0
,9.5,2018-2019,,10-13,2,7.5,3,,0
,10,2018-2019,,10-14,3.5,6.5,3,,0
,10,2018-2019,,10-15,2.5,7.5,3,,0
,7.5,2018-2019,,10-16,4,3.5,3,,0
,8,2018-2019,,10-17,1.5,6.5,3,,0
,10,2018-2019,,10-18,0,9,3,,0
,12,2018-2019,,10-19,3.5,8.5,3,,0
,14,2018-2019,,10-20,0,13,3,,0
,11.5,2018-2019,,10-21,3,8.5,3,,0
,11,2018-2019,,10-22,3,8,3,,0
,7,2018-2019,,10-23,2.5,4.5,3,,0
,10,2018-2019,,10-24,3,7,3,,0
,11.5,2018-2019,,10-25,1.5,10,3,,0
,9.5,2018-2019,,10-26,5,4.5,3,,0
,10.5,2018-2019,,10-27,1,9.5,3,,0
,10,2018-2019,,10-28,3,7,3,,0
,7.5,2018-2019,,10-29,2.5,5,3,,0
,9.5,2018-2019,,10-30,2.5,7,4,,0
,2.5,2018-2019,,10-31,0,2,4,,0
,16,2018-2019,,11-01,4,12,4,,0
,9,2018-2019,,11-02,2.5,6.5,4,,0
,9,2018-2019,,11-03,3.5,5.5,4,,0
,10.5,2018-2019,,11-04,3,7.5,4,,0
,9,2018-2019,,11-05,2.5,6.5,4,,0
,10,2018-2019,,11-06,4,6,4,,0
,11.5,2018-2019,,11-07,0,10,4,,0
,11,2018-2019,,11-08,3,8,4,,0
,9.5,2018-2019,,11-09,2,7.5,4,,0
,8.5,2018-2019,,11-10,2,6.5,4,,0
,5.5,2018-2019,,11-11,1.5,4,4,,0
,13,2018-2019,,11-12,2,11,4,,0
,9,2018-2019,,11-13,2.5,6.5,4,,0
,10,2018-2019,,11-14,3.5,6.5,4,,0
,10.5,2018-2019,,11-15,5.5,5,4,,0
,8.5,2018-2019,,11-16,3,5.5,4,,0
,8,2018-2019,,11-17,2.5,5.5,4,,0
,6.5,2018-2019,,11-18,2,4.5,4,,0
,11,2018-2019,,11-19,3,8,4,,0
,6.5,2018-2019,,11-20,1,5.5,4,,0
,6.5,2018-2019,,11-21,1.5,5,4,,0
,9,2018-2019,,11-22,1,8,4,,0
,8.5,2018-2019,,11-23,2,6.5,4,,0
,7.5,2018-2019,,11-24,0,6.5,4,,0
,8.5,2018-2019,,11-25,3,5.5,4,,0
,8.5,2018-2019,,11-26,2,6.5,4,,0
,8,2018-2019,,11-27,0,7.5,4,,0
,11.5,2018-2019,,11-28,3.5,8,4,,0
,13,2018-2019,,11-29,5,8,4,,0
,8.5,2018-2019,,11-30,1.5,7,4,,0
,11,2018-2019,,12-01,0,10,4,,0
,12,2018-2019,,12-02,5,7,4,,0
,8,2018-2019,,12-03,0,5,4,,0
,14,2018-2019,,12-04,2.5,11.5,4,,0
,11,2018-2019,,12-05,2.5,8.5,4,,0
,8.5,2018-2019,,12-06,0,7,4,,0
,8,2018-2019,,12-07,3,5,4,,0
,10.5,2018-2019,,12-08,2.5,8,4,,0
,7.5,2018-2019,,12-09,0,6,4,,0
,10,2018-2019,,12-10,3,7,4,,0
,7,2018-2019,,12-11,2,5,4,,0
,8.5,2018-2019,,12-12,1,7.5,4,,0
,11.5,2018-2019,,12-13,2.5,9,4,,0
,11.5,2018-2019,,12-14,2,9.5,4,,0
,11,2018-2019,,12-15,3,8,5,,0
,12.5,2018-2019,,12-16,3,9.5,5,,0
,12,2018-2019,,12-17,3,9,5,,0
,7.5,2018-2019,,12-18,2,5.5,5,,0
,8.5,2018-2019,,12-19,3,5.5,5,,0
,9.5,2018-2019,,12-20,2,7.5,5,,0
,12,2018-2019,,12-21,2.5,9.5,5,,0
,14.5,2018-2019,,12-22,2.5,12,5,,0
,13.5,2018-2019,,12-23,5.5,8,5,,0
,7.5,2018-2019,,12-24,2,5.5,5,,0
,6.5,2018-2019,,12-25,0,6,5,,0
,9.5,2018-2019,,12-26,4,5.5,5,,0
,4.5,2018-2019,,12-27,1.5,3,5,,0
,7,2018-2019,,12-28,2,5,5,,0
,8,2018-2019,,12-29,2.5,5.5,5,,0
,9.5,2018-2019,,12-30,4.5,5,5,,0
,8.5,2018-2019,,12-31,3,5.5,5,,0
2014-01-01,10.2903225806452,2014,1,01-01,3,7.29032258064516,1,Wed,0
2014-01-02,10.2903225806452,2014,1,01-02,3,7.29032258064516,1,Thu,0
2014-01-03,10.2903225806452,2014,1,01-03,3,7.29032258064516,1,Fri,0
2014-01-04,10.2903225806452,2014,1,01-04,3,7.29032258064516,1,Sat,1
2014-01-05,10.2903225806452,2014,1,01-05,3,7.29032258064516,1,Sun,1
2014-01-06,10.2903225806452,2014,1,01-06,3,7.29032258064516,1,Mon,0
2014-01-07,10.2903225806452,2014,1,01-07,3,7.29032258064516,1,Tue,0
2014-01-08,10.2903225806452,2014,1,01-08,3,7.29032258064516,1,Wed,0
2014-01-09,10.2903225806452,2014,1,01-09,3,7.29032258064516,1,Thu,0
2014-01-10,10.2903225806452,2014,1,01-10,3,7.29032258064516,1,Fri,0
2014-01-11,10.2903225806452,2014,1,01-11,3,7.29032258064516,1,Sat,1
2014-01-12,10.2903225806452,2014,1,01-12,3,7.29032258064516,1,Sun,1
2014-01-13,10.2903225806452,2014,1,01-13,3,7.29032258064516,1,Mon,0
2014-01-14,10.2903225806452,2014,1,01-14,3,7.29032258064516,1,Tue,0
2014-01-15,10.2903225806452,2014,1,01-15,3,7.29032258064516,1,Wed,0
2014-01-16,10.2903225806452,2014,1,01-16,3,7.29032258064516,1,Thu,0
2014-01-17,10.2903225806452,2014,1,01-17,3,7.29032258064516,1,Fri,0
2014-01-18,10.2903225806452,2014,1,01-18,3,7.29032258064516,1,Sat,1
2014-01-19,10.2903225806452,2014,1,01-19,3,7.29032258064516,1,Sun,1
2014-01-20,10.2903225806452,2014,1,01-20,3,7.29032258064516,1,Mon,0
2014-01-21,10.2903225806452,2014,1,01-21,3,7.29032258064516,1,Tue,0
2014-01-22,10.2903225806452,2014,1,01-22,3,7.29032258064516,1,Wed,0
2014-01-23,10.2903225806452,2014,1,01-23,3,7.29032258064516,1,Thu,0
2014-01-24,10.2903225806452,2014,1,01-24,3,7.29032258064516,1,Fri,0
2014-01-25,10.2903225806452,2014,1,01-25,3,7.29032258064516,1,Sat,1
2014-01-26,10.2903225806452,2014,1,01-26,3,7.29032258064516,1,Sun,1
2014-01-27,10.2903225806452,2014,1,01-27,3,7.29032258064516,1,Mon,0
2014-01-28,10.2903225806452,2014,1,01-28,3,7.29032258064516,1,Tue,0
2014-01-29,10.2903225806452,2014,1,01-29,3,7.29032258064516,1,Wed,0
2014-01-30,10.2903225806452,2014,1,01-30,3,7.29032258064516,1,Thu,0
2014-01-31,10.2903225806452,2014,1,01-31,3,7.29032258064516,1,Fri,0
2014-02-01,9.78571428571429,2014,2,02-01,2.21428571428571,7.57142857142857,1,Sat,1
2014-02-02,9.78571428571429,2014,2,02-02,2.21428571428571,7.57142857142857,1,Sun,1
2014-02-03,9.78571428571429,2014,2,02-03,2.21428571428571,7.57142857142857,1,Mon,0
2014-02-04,9.78571428571429,2014,2,02-04,2.21428571428571,7.57142857142857,1,Tue,0
2014-02-05,9.78571428571429,2014,2,02-05,2.21428571428571,7.57142857142857,1,Wed,0
2014-02-06,9.78571428571429,2014,2,02-06,2.21428571428571,7.57142857142857,1,Thu,0
2014-02-07,9.78571428571429,2014,2,02-07,2.21428571428571,7.57142857142857,1,Fri,0
2014-02-08,9.78571428571429,2014,2,02-08,2.21428571428571,7.57142857142857,1,Sat,1
2014-02-09,9.78571428571429,2014,2,02-09,2.21428571428571,7.57142857142857,1,Sun,1
2014-02-10,9.78571428571429,2014,2,02-10,2.21428571428571,7.57142857142857,1,Mon,0
2014-02-11,9.78571428571429,2014,2,02-11,2.21428571428571,7.57142857142857,1,Tue,0
2014-02-12,9.78571428571429,2014,2,02-12,2.21428571428571,7.57142857142857,1,Wed,0
2014-02-13,9.78571428571429,2014,2,02-13,2.21428571428571,7.57142857142857,1,Thu,0
2014-02-14,9.78571428571429,2014,2,02-14,2.21428571428571,7.57142857142857,1,Fri,0
2014-02-15,9.78571428571429,2014,2,02-15,2.21428571428571,7.57142857142857,1,Sat,1
2014-02-16,9.78571428571429,2014,2,02-16,2.21428571428571,7.57142857142857,1,Sun,1
2014-02-17,9.78571428571429,2014,2,02-17,2.21428571428571,7.57142857142857,1,Mon,0
2014-02-18,9.78571428571429,2014,2,02-18,2.21428571428571,7.57142857142857,1,Tue,0
2014-02-19,9.78571428571429,2014,2,02-19,2.21428571428571,7.57142857142857,1,Wed,0
2014-02-20,9.78571428571429,2014,2,02-20,2.21428571428571,7.57142857142857,1,Thu,0
2014-02-21,9.78571428571429,2014,2,02-21,2.21428571428571,7.57142857142857,1,Fri,0
2014-02-22,9.78571428571429,2014,2,02-22,2.21428571428571,7.57142857142857,1,Sat,1
2014-02-23,9.78571428571429,2014,2,02-23,2.21428571428571,7.57142857142857,1,Sun,1
2014-02-24,9.78571428571429,2014,2,02-24,2.21428571428571,7.57142857142857,1,Mon,0
2014-02-25,9.78571428571429,2014,2,02-25,2.21428571428571,7.57142857142857,1,Tue,0
2014-02-26,9.78571428571429,2014,2,02-26,2.21428571428571,7.57142857142857,1,Wed,0
2014-02-27,9.78571428571429,2014,2,02-27,2.21428571428571,7.57142857142857,1,Thu,0
2014-02-28,9.78571428571429,2014,2,02-28,2.21428571428571,7.57142857142857,1,Fri,0
2014-03-01,9.80645161290323,2014,3,03-01,2.90322580645161,6.90322580645161,1,Sat,1
2014-03-02,9.80645161290323,2014,3,03-02,2.90322580645161,6.90322580645161,1,Sun,1
2014-03-03,9.80645161290323,2014,3,03-03,2.90322580645161,6.90322580645161,1,Mon,0
2014-03-04,9.80645161290323,2014,3,03-04,2.90322580645161,6.90322580645161,1,Tue,0
2014-03-05,9.80645161290323,2014,3,03-05,2.90322580645161,6.90322580645161,1,Wed,0
2014-03-06,9.80645161290323,2014,3,03-06,2.90322580645161,6.90322580645161,1,Thu,0
2014-03-07,9.80645161290323,2014,3,03-07,2.90322580645161,6.90322580645161,1,Fri,0
2014-03-08,9.80645161290323,2014,3,03-08,2.90322580645161,6.90322580645161,1,Sat,1
2014-03-09,9.80645161290323,2014,3,03-09,2.90322580645161,6.90322580645161,1,Sun,1
2014-03-10,9.80645161290323,2014,3,03-10,2.90322580645161,6.90322580645161,1,Mon,0
2014-03-11,9.80645161290323,2014,3,03-11,2.90322580645161,6.90322580645161,1,Tue,0
2014-03-12,9.80645161290323,2014,3,03-12,2.90322580645161,6.90322580645161,1,Wed,0
2014-03-13,9.80645161290323,2014,3,03-13,2.90322580645161,6.90322580645161,1,Thu,0
2014-03-14,9.80645161290323,2014,3,03-14,2.90322580645161,6.90322580645161,1,Fri,0
2014-03-15,9.80645161290323,2014,3,03-15,2.90322580645161,6.90322580645161,1,Sat,1
2014-03-16,9.80645161290323,2014,3,03-16,2.90322580645161,6.90322580645161,1,Sun,1
2014-03-17,9.80645161290323,2014,3,03-17,2.90322580645161,6.90322580645161,2,Mon,0
2014-03-18,9.80645161290323,2014,3,03-18,2.90322580645161,6.90322580645161,2,Tue,0
2014-03-19,9.80645161290323,2014,3,03-19,2.90322580645161,6.90322580645161,2,Wed,0
2014-03-20,9.80645161290323,2014,3,03-20,2.90322580645161,6.90322580645161,2,Thu,0
2014-03-21,9.80645161290323,2014,3,03-21,2.90322580645161,6.90322580645161,2,Fri,0
2014-03-22,9.80645161290323,2014,3,03-22,2.90322580645161,6.90322580645161,2,Sat,1
2014-03-23,9.80645161290323,2014,3,03-23,2.90322580645161,6.90322580645161,2,Sun,1
2014-03-24,9.80645161290323,2014,3,03-24,2.90322580645161,6.90322580645161,2,Mon,0
2014-03-25,9.80645161290323,2014,3,03-25,2.90322580645161,6.90322580645161,2,Tue,0
2014-03-26,9.80645161290323,2014,3,03-26,2.90322580645161,6.90322580645161,2,Wed,0
2014-03-27,9.80645161290323,2014,3,03-27,2.90322580645161,6.90322580645161,2,Thu,0
2014-03-28,9.80645161290323,2014,3,03-28,2.90322580645161,6.90322580645161,2,Fri,0
2014-03-29,9.80645161290323,2014,3,03-29,2.90322580645161,6.90322580645161,2,Sat,1
2014-03-30,9.80645161290323,2014,3,03-30,2.90322580645161,6.90322580645161,2,Sun,1
2014-03-31,9.80645161290323,2014,3,03-31,2.90322580645161,6.90322580645161,2,Mon,0
2014-04-01,10.6,2014,4,04-01,2.66666666666667,7.93333333333333,2,Tue,0
2014-04-02,10.6,2014,4,04-02,2.66666666666667,7.93333333333333,2,Wed,0
2014-04-03,10.6,2014,4,04-03,2.66666666666667,7.93333333333333,2,Thu,0
2014-04-04,10.6,2014,4,04-04,2.66666666666667,7.93333333333333,2,Fri,0
2014-04-05,10.6,2014,4,04-05,2.66666666666667,7.93333333333333,2,Sat,1
2014-04-06,10.6,2014,4,04-06,2.66666666666667,7.93333333333333,2,Sun,1
2014-04-07,10.6,2014,4,04-07,2.66666666666667,7.93333333333333,2,Mon,0
2014-04-08,10.6,2014,4,04-08,2.66666666666667,7.93333333333333,2,Tue,0
2014-04-09,10.6,2014,4,04-09,2.66666666666667,7.93333333333333,2,Wed,0
2014-04-10,10.6,2014,4,04-10,2.66666666666667,7.93333333333333,2,Thu,0
2014-04-11,10.6,2014,4,04-11,2.66666666666667,7.93333333333333,2,Fri,0
2014-04-12,10.6,2014,4,04-12,2.66666666666667,7.93333333333333,2,Sat,1
2014-04-13,10.6,2014,4,04-13,2.66666666666667,7.93333333333333,2,Sun,1
2014-04-14,10.6,2014,4,04-14,2.66666666666667,7.93333333333333,2,Mon,0
2014-04-15,10.6,2014,4,04-15,2.66666666666667,7.93333333333333,2,Tue,0
2014-04-16,10.6,2014,4,04-16,2.66666666666667,7.93333333333333,2,Wed,0
2014-04-17,10.6,2014,4,04-17,2.66666666666667,7.93333333333333,2,Thu,0
2014-04-18,10.6,2014,4,04-18,2.66666666666667,7.93333333333333,2,Fri,0
2014-04-19,10.6,2014,4,04-19,2.66666666666667,7.93333333333333,2,Sat,1
2014-04-20,10.6,2014,4,04-20,2.66666666666667,7.93333333333333,2,Sun,1
2014-04-21,10.6,2014,4,04-21,2.66666666666667,7.93333333333333,2,Mon,0
2014-04-22,10.6,2014,4,04-22,2.66666666666667,7.93333333333333,2,Tue,0
2014-04-23,10.6,2014,4,04-23,2.66666666666667,7.93333333333333,2,Wed,0
2014-04-24,10.6,2014,4,04-24,2.66666666666667,7.93333333333333,2,Thu,0
2014-04-25,10.6,2014,4,04-25,2.66666666666667,7.93333333333333,2,Fri,0
2014-04-26,10.6,2014,4,04-26,2.66666666666667,7.93333333333333,2,Sat,1
2014-04-27,10.6,2014,4,04-27,2.66666666666667,7.93333333333333,2,Sun,1
2014-04-28,10.6,2014,4,04-28,2.66666666666667,7.93333333333333,2,Mon,0
2014-04-29,10.6,2014,4,04-29,2.66666666666667,7.93333333333333,2,Tue,0
2014-04-30,10.6,2014,4,04-30,2.66666666666667,7.93333333333333,2,Wed,0
2014-05-01,9.54838709677419,2014,5,05-01,2,7.54838709677419,2,Thu,0
2014-05-02,9.54838709677419,2014,5,05-02,2,7.54838709677419,2,Fri,0
2014-05-03,9.54838709677419,2014,5,05-03,2,7.54838709677419,2,Sat,1
2014-05-04,9.54838709677419,2014,5,05-04,2,7.54838709677419,2,Sun,1
2014-05-05,9.54838709677419,2014,5,05-05,2,7.54838709677419,2,Mon,0
2014-05-06,9.54838709677419,2014,5,05-06,2,7.54838709677419,2,Tue,0
2014-05-07,9.54838709677419,2014,5,05-07,2,7.54838709677419,2,Wed,0
2014-05-08,9.54838709677419,2014,5,05-08,2,7.54838709677419,2,Thu,0
2014-05-09,9.54838709677419,2014,5,05-09,2,7.54838709677419,2,Fri,0
2014-05-10,9.54838709677419,2014,5,05-10,2,7.54838709677419,2,Sat,1
2014-05-11,9.54838709677419,2014,5,05-11,2,7.54838709677419,3,Sun,1
2014-05-12,9.54838709677419,2014,5,05-12,2,7.54838709677419,3,Mon,0
2014-05-13,9.54838709677419,2014,5,05-13,2,7.54838709677419,3,Tue,0
2014-05-14,9.54838709677419,2014,5,05-14,2,7.54838709677419,3,Wed,0
2014-05-15,9.54838709677419,2014,5,05-15,2,7.54838709677419,3,Thu,0
2014-05-16,9.54838709677419,2014,5,05-16,2,7.54838709677419,3,Fri,0
2014-05-17,9.54838709677419,2014,5,05-17,2,7.54838709677419,3,Sat,1
2014-05-18,9.54838709677419,2014,5,05-18,2,7.54838709677419,3,Sun,1
2014-05-19,9.54838709677419,2014,5,05-19,2,7.54838709677419,3,Mon,0
2014-05-20,9.54838709677419,2014,5,05-20,2,7.54838709677419,3,Tue,0
2014-05-21,9.54838709677419,2014,5,05-21,2,7.54838709677419,3,Wed,0
2014-05-22,9.54838709677419,2014,5,05-22,2,7.54838709677419,3,Thu,0
2014-05-23,9.54838709677419,2014,5,05-23,2,7.54838709677419,3,Fri,0
2014-05-24,9.54838709677419,2014,5,05-24,2,7.54838709677419,3,Sat,1
2014-05-25,9.54838709677419,2014,5,05-25,2,7.54838709677419,3,Sun,1
2014-05-26,9.54838709677419,2014,5,05-26,2,7.54838709677419,3,Mon,0
2014-05-27,9.54838709677419,2014,5,05-27,2,7.54838709677419,3,Tue,0
2014-05-28,9.54838709677419,2014,5,05-28,2,7.54838709677419,3,Wed,0
2014-05-29,9.54838709677419,2014,5,05-29,2,7.54838709677419,3,Thu,0
2014-05-30,9.54838709677419,2014,5,05-30,2,7.54838709677419,3,Fri,0
2014-05-31,9.54838709677419,2014,5,05-31,2,7.54838709677419,3,Sat,1
2014-06-01,10.2666666666667,2014,6,06-01,2.76666666666667,7.5,3,Sun,1
2014-06-02,10.2666666666667,2014,6,06-02,2.76666666666667,7.5,3,Mon,0
2014-06-03,10.2666666666667,2014,6,06-03,2.76666666666667,7.5,3,Tue,0
2014-06-04,10.2666666666667,2014,6,06-04,2.76666666666667,7.5,3,Wed,0
